<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
01.10.2020,15:00:00,109396,115224,108097,108097,63
01.10.2020,15:01:00,110306,115262,108091,110606,15
01.10.2020,15:02:00,113506,115267,107934,114134,76
01.10.2020,15:03:00,114394,115257,107994,112369,48
01.10.2020,15:04:00,108314,115128,107956,111259,64
01.10.2020,15:05:00,113668,115130,108095,109440,49
01.10.2020,15:06:00,111461,115200,108210,111121,53
01.10.2020,15:07:00,115089,115255,108363,110743,37
01.10.2020,15:08:00,112306,115272,108212,114196,7
01.10.2020,15:09:00,108153,115009,107916,109179,71
01.10.2020,15:10:00,110404,114759,108023,112121,36
01.10.2020,15:11:00,114427,115216,107919,114187,85
01.10.2020,15:12:00,114603,115268,107906,109569,8
01.10.2020,15:13:00,115117,115117,107915,107915,80
01.10.2020,15:14:00,111803,115279,107975,111804,91
01.10.2020,15:15:00,112664,115191,108058,111998,68
01.10.2020,15:16:00,109114,115256,108177,108843,92
01.10.2020,15:17:00,114901,115294,107953,111920,79
01.10.2020,15:18:00,112312,115246,107906,107970,48
01.10.2020,15:19:00,110967,115155,107925,114558,77
01.10.2020,15:20:00,111704,115224,107975,110499,98
01.10.2020,15:21:00,111281,115056,107934,112673,29
01.10.2020,15:22:00,113920,115010,108113,110967,28
01.10.2020,15:23:00,111089,115265,108290,112722,64
01.10.2020,15:24:00,114721,115154,107926,113733,39
01.10.2020,15:25:00,110060,115120,108025,110274,70
01.10.2020,15:26:00,112327,115132,108057,112717,59
01.10.2020,15:27:00,111709,115118,108000,111539,27
01.10.2020,15:28:00,112426,115227,107969,113870,92
01.10.2020,15:29:00,112604,114838,107972,113515,14
01.10.2020,15:30:00,108346,115011,108021,112194,60
01.10.2020,15:31:00,113280,115003,107997,115003,45
01.10.2020,15:32:00,112640,115206,107972,109317,90
01.10.2020,15:33:00,108556,114966,107951,114182,61
01.10.2020,15:34:00,114998,115086,107914,112096,95
01.10.2020,15:35:00,111582,115240,108040,114735,15
01.10.2020,15:36:00,114395,115080,108095,108919,4
01.10.2020,15:37:00,107921,115257,107921,114237,41
01.10.2020,15:38:00,113740,115225,107927,108789,44
01.10.2020,15:39:00,113949,115205,108065,115205,82
01.10.2020,15:40:00,107950,115216,107950,108131,68
01.10.2020,15:41:00,112653,114983,107946,110820,10
01.10.2020,15:42:00,110115,115162,107992,110445,64
01.10.2020,15:43:00,114692,115249,107900,110876,82
01.10.2020,15:44:00,113512,115245,107990,112988,76
01.10.2020,15:45:00,109537,115185,108530,109508,15
01.10.2020,15:46:00,113837,115202,107991,114904,86
01.10.2020,15:47:00,109008,115294,108016,109759,3
01.10.2020,15:48:00,109782,115242,108166,114557,83
01.10.2020,15:49:00,114566,115263,108134,113949,80
01.10.2020,15:50:00,109418,115282,108098,110324,80
01.10.2020,15:51:00,113496,114937,107938,114093,72
01.10.2020,15:52:00,108673,114735,107962,110286,63
01.10.2020,15:53:00,107968,115222,107968,109807,46
01.10.2020,15:54:00,109739,115294,108034,110719,12
01.10.2020,15:55:00,113992,115285,107986,109904,41
01.10.2020,15:56:00,108767,115158,108571,109060,59
01.10.2020,15:57:00,112088,115182,107936,111181,80
01.10.2020,15:58:00,109988,115176,107913,108870,8
01.10.2020,15:59:00,114872,114872,107902,110967,53
01.10.2020,16:00:00,108407,115089,107902,113513,34
01.10.2020,16:01:00,110111,115258,108046,114516,97
01.10.2020,16:02:00,115161,115161,107993,113221,4
01.10.2020,16:03:00,113080,115233,107998,114919,63
01.10.2020,16:04:00,111952,115276,107929,115223,15
01.10.2020,16:05:00,114658,115283,107967,108980,48
01.10.2020,16:06:00,111413,115205,107973,108364,58
01.10.2020,16:07:00,107933,115199,107933,114571,24
01.10.2020,16:08:00,110599,115233,108221,109097,77
01.10.2020,16:09:00,109724,115248,108121,113245,77
01.10.2020,16:10:00,115061,115267,108078,111581,47
01.10.2020,16:11:00,113756,115265,108016,108885,21
01.10.2020,16:12:00,112741,115250,108233,109542,92
01.10.2020,16:13:00,113524,115245,108121,114697,88
01.10.2020,16:14:00,108909,115229,107952,110436,53
01.10.2020,16:15:00,112595,115297,107981,109749,74
01.10.2020,16:16:00,112760,115294,108114,110153,44
01.10.2020,16:17:00,108835,114991,107974,109801,85
01.10.2020,16:18:00,111451,114916,107994,113325,4
01.10.2020,16:19:00,113362,115259,108006,111391,94
01.10.2020,16:20:00,108623,115065,108009,114644,93
01.10.2020,16:21:00,110247,115288,107946,112673,39
01.10.2020,16:22:00,112934,115202,107938,115202,41
01.10.2020,16:23:00,114075,115245,107905,109497,88
01.10.2020,16:24:00,110403,115297,108055,114547,75
01.10.2020,16:25:00,109884,115256,107938,112495,46
01.10.2020,16:26:00,111363,115166,108047,112916,59
01.10.2020,16:27:00,110976,115101,107902,114995,8
01.10.2020,16:28:00,111969,115296,107921,109186,60
01.10.2020,16:29:00,109840,115180,107904,112288,14
01.10.2020,16:30:00,109325,115217,107921,114582,28
01.10.2020,16:31:00,109647,115299,107955,109992,88
01.10.2020,16:32:00,113447,115009,108005,112053,43
01.10.2020,16:33:00,108222,115192,108191,114105,70
01.10.2020,16:34:00,108889,115155,108060,109510,53
01.10.2020,16:35:00,113640,115191,107974,109395,61
01.10.2020,16:36:00,108658,115277,108015,115277,28
01.10.2020,16:37:00,111464,115138,108273,112426,59
01.10.2020,16:38:00,109191,115178,108032,114088,3
01.10.2020,16:39:00,115230,115230,108165,111378,80
01.10.2020,16:40:00,114569,115196,107912,115099,26
01.10.2020,16:41:00,108543,115162,107946,112328,91
01.10.2020,16:42:00,112300,115044,107915,113808,40
01.10.2020,16:43:00,112399,115194,108077,110772,98
01.10.2020,16:44:00,110831,115283,108029,109688,75
01.10.2020,16:45:00,114367,115031,108045,110243,12
01.10.2020,16:46:00,111220,115258,108030,114544,22
01.10.2020,16:47:00,110578,115147,108107,114954,60
01.10.2020,16:48:00,108122,115246,107931,111766,87
01.10.2020,16:49:00,109918,115215,107978,113758,78
01.10.2020,16:50:00,110371,114831,107998,111770,79
01.10.2020,16:51:00,108886,115097,107953,109775,85
01.10.2020,16:52:00,111932,114990,108041,109992,22
01.10.2020,16:53:00,114140,115214,107987,109868,86
01.10.2020,16:54:00,110484,114953,107979,108901,92
01.10.2020,16:55:00,113034,115294,107971,109960,28
01.10.2020,16:56:00,109815,115193,108054,110895,45
01.10.2020,16:57:00,107952,115235,107912,111085,55
01.10.2020,16:58:00,112158,115247,107943,112125,85
01.10.2020,16:59:00,109492,115238,108412,113594,47
01.10.2020,17:00:00,109692,115185,108082,113194,28
01.10.2020,17:01:00,113219,115135,107952,113320,89
01.10.2020,17:02:00,111366,115148,108178,108178,55
01.10.2020,17:03:00,108899,115218,107996,109750,94
01.10.2020,17:04:00,113006,115159,107919,112798,21
01.10.2020,17:05:00,113859,115267,108090,108646,83
01.10.2020,17:06:00,108155,115175,107932,114173,61
01.10.2020,17:07:00,112440,115180,107985,113837,86
01.10.2020,17:08:00,111436,115024,107920,109220,85
01.10.2020,17:09:00,109638,115027,107930,110297,63
01.10.2020,17:10:00,111044,115190,107947,108628,67
01.10.2020,17:11:00,109444,115184,108011,114149,90
01.10.2020,17:12:00,114610,115196,108006,110649,41
01.10.2020,17:13:00,112570,115206,108213,110233,73
01.10.2020,17:14:00,110078,115198,108084,114537,98
01.10.2020,17:15:00,111514,115266,107933,110784,63
01.10.2020,17:16:00,115183,115183,107994,112747,60
01.10.2020,17:17:00,113153,114917,108030,108536,55
01.10.2020,17:18:00,114461,115282,107941,111931,8
01.10.2020,17:19:00,113569,114915,108205,111295,30
01.10.2020,17:20:00,109238,115133,107966,108877,62
01.10.2020,17:21:00,111171,114934,108027,108653,95
01.10.2020,17:22:00,110142,115113,108006,114270,70
01.10.2020,17:23:00,110639,115298,107946,113002,4
01.10.2020,17:24:00,108831,115181,107911,108269,12
01.10.2020,17:25:00,113339,115200,108114,110333,75
01.10.2020,17:26:00,113423,115279,107996,112364,66
01.10.2020,17:27:00,111734,114953,108061,113549,64
01.10.2020,17:28:00,112917,115242,107943,114007,10
01.10.2020,17:29:00,107969,115288,107969,115288,25
01.10.2020,17:30:00,108736,115293,108289,113231,60
01.10.2020,17:31:00,111658,115278,107921,112107,40
01.10.2020,17:32:00,109220,115228,107918,108303,25
01.10.2020,17:33:00,111351,115272,107911,111707,23
01.10.2020,17:34:00,110240,115171,107959,112301,33
01.10.2020,17:35:00,114390,115264,107930,108382,69
01.10.2020,17:36:00,112562,115244,108540,110578,79
01.10.2020,17:37:00,111752,115143,108003,112045,93
01.10.2020,17:38:00,108593,115253,108083,108083,78
01.10.2020,17:39:00,111021,114967,107920,114775,50
01.10.2020,17:40:00,111725,115279,107981,111760,83
01.10.2020,17:41:00,112173,115204,108184,114426,90
01.10.2020,17:42:00,113902,115204,108131,108776,79
01.10.2020,17:43:00,112697,115101,107902,114851,41
01.10.2020,17:44:00,113570,115165,108035,111010,56
01.10.2020,17:45:00,110526,115216,108126,110307,10
01.10.2020,17:46:00,110342,115207,107903,108531,24
01.10.2020,17:47:00,113652,115193,107997,112403,87
01.10.2020,17:48:00,113923,115277,107949,109214,32
01.10.2020,17:49:00,109913,115267,107902,110562,83
01.10.2020,17:50:00,114426,115295,107937,109165,63
01.10.2020,17:51:00,108706,115122,108070,112654,30
01.10.2020,17:52:00,109041,115158,107936,109379,72
01.10.2020,17:53:00,110929,114968,108031,109646,60
01.10.2020,17:54:00,108924,115271,107919,115271,24
01.10.2020,17:55:00,109562,115214,107949,109900,26
01.10.2020,17:56:00,115293,115293,108396,112250,94
01.10.2020,17:57:00,112050,115256,107989,110675,4
01.10.2020,17:58:00,108522,115285,107917,109910,96
01.10.2020,17:59:00,115062,115249,107933,109875,42
01.10.2020,18:00:00,108182,115227,107981,114648,37
01.10.2020,18:02:00,114343,115241,108074,113445,14
01.10.2020,18:03:00,110583,115202,108013,112201,54
01.10.2020,18:04:00,110388,115261,108111,114352,61
01.10.2020,18:05:00,109674,115237,108337,112425,57
01.10.2020,18:06:00,110499,115212,107916,115026,66
01.10.2020,18:07:00,111438,115212,108004,109743,23
01.10.2020,18:08:00,109709,115280,108208,114548,35
01.10.2020,18:10:00,114548,114956,108039,113870,8
01.10.2020,18:11:00,109324,114984,107914,110216,5
01.10.2020,18:12:00,112724,115297,108172,110427,6
01.10.2020,18:13:00,112006,115235,108066,112973,67
01.10.2020,18:14:00,110581,115191,107917,114822,62
01.10.2020,18:15:00,114012,115296,107911,110688,83
01.10.2020,18:16:00,111398,115255,108206,110395,70
01.10.2020,18:17:00,108353,115237,108072,113053,62
01.10.2020,18:18:00,115035,115120,107967,112425,71
01.10.2020,18:19:00,111459,115261,108068,109270,87
01.10.2020,18:20:00,109400,115223,108141,112590,25
01.10.2020,18:21:00,114132,115296,107906,111507,48
01.10.2020,18:22:00,113846,114949,108201,108314,78
01.10.2020,18:23:00,114400,115145,107993,110754,83
01.10.2020,18:24:00,111207,115292,108042,114247,13
01.10.2020,18:25:00,114159,115241,108004,111878,87
01.10.2020,18:26:00,114106,115250,108017,115182,40
01.10.2020,18:27:00,112619,114961,108424,112854,75
01.10.2020,18:28:00,109965,114887,107967,113604,18
01.10.2020,18:29:00,113446,115295,107972,109333,77
01.10.2020,18:30:00,114457,115159,108114,109338,29
01.10.2020,18:31:00,114647,115237,107992,108463,80
01.10.2020,18:32:00,112624,115237,107925,112160,17
01.10.2020,18:33:00,115179,115297,107969,113849,12
01.10.2020,18:34:00,112958,115129,108037,110779,17
01.10.2020,18:35:00,109442,115291,108107,111327,54
01.10.2020,18:36:00,110473,115285,107948,112498,17
01.10.2020,18:37:00,112692,114826,107970,109405,96
01.10.2020,18:38:00,108964,115207,107956,115113,11
01.10.2020,18:39:00,111675,115223,107902,110475,59
01.10.2020,18:40:00,109945,115172,108151,110752,76
01.10.2020,18:41:00,115257,115257,107980,108566,96
01.10.2020,18:42:00,112946,115280,107930,108881,19
01.10.2020,18:43:00,111127,115193,108030,109509,55
01.10.2020,18:44:00,108299,115130,107904,113145,9
01.10.2020,18:45:00,114034,115092,108095,112368,47
01.10.2020,18:46:00,112603,115241,108103,111464,60
01.10.2020,18:47:00,110009,115289,108118,109973,35
01.10.2020,18:48:00,112553,115242,107926,109399,59
01.10.2020,18:49:00,110478,115255,107989,113053,19
01.10.2020,18:50:00,110301,115189,108011,109828,7
01.10.2020,18:51:00,108679,114894,108029,110550,76
01.10.2020,18:52:00,108614,115275,107951,113638,50
01.10.2020,18:53:00,111757,115185,108536,108703,52
01.10.2020,18:54:00,110400,115204,107975,107995,27
01.10.2020,18:55:00,109637,115248,107907,113444,83
01.10.2020,18:56:00,112588,115099,107961,113830,2
01.10.2020,18:57:00,111210,115055,107941,113178,97
01.10.2020,18:58:00,113984,115236,107922,110671,35
01.10.2020,18:59:00,110336,115269,107989,111941,92
01.10.2020,19:00:00,115127,115278,107984,111428,51
01.10.2020,19:01:00,112349,115226,108240,109208,88
01.10.2020,19:02:00,108647,115271,107937,111582,21
01.10.2020,19:03:00,110184,115104,108065,109209,14
01.10.2020,19:04:00,110232,115159,107959,110527,5
01.10.2020,19:05:00,114485,115184,108009,112954,43
01.10.2020,19:06:00,110234,115079,108204,112110,85
01.10.2020,19:07:00,107977,115227,107977,115227,3
01.10.2020,19:08:00,108618,115194,107906,112196,2
01.10.2020,19:09:00,108077,115281,107902,107902,81
01.10.2020,19:10:00,108887,115106,107979,110397,35
01.10.2020,19:11:00,112283,115263,107915,111551,32
01.10.2020,19:12:00,110746,114975,108295,110527,28
01.10.2020,19:13:00,108181,115272,107952,113278,12
01.10.2020,19:14:00,112113,115235,107986,111025,26
01.10.2020,19:15:00,109643,115296,108116,111290,21
01.10.2020,19:16:00,115022,115101,107933,109830,20
01.10.2020,19:17:00,112683,115270,108139,114203,3
01.10.2020,19:18:00,108072,115044,107904,110345,98
01.10.2020,19:19:00,112146,115087,108034,112005,87
01.10.2020,19:20:00,114216,115184,107967,113149,45
01.10.2020,19:21:00,114200,115281,107922,108443,51
01.10.2020,19:22:00,108359,115219,108222,114902,16
01.10.2020,19:23:00,108625,115260,108007,110020,41
01.10.2020,19:25:00,112725,115207,108030,115037,34
01.10.2020,19:26:00,113014,115298,108015,113692,7
01.10.2020,19:27:00,109699,115242,107902,114876,23
01.10.2020,19:28:00,112915,115052,108118,111923,6
01.10.2020,19:29:00,113349,115213,107903,111243,3
01.10.2020,19:30:00,107928,114890,107928,110092,37
01.10.2020,19:31:00,107964,115233,107964,110997,30
01.10.2020,19:32:00,113011,115054,108013,109969,21
01.10.2020,19:33:00,112048,115117,108019,114521,97
01.10.2020,19:34:00,108033,115278,108033,115236,14
01.10.2020,19:35:00,110804,115230,107952,109338,75
01.10.2020,19:36:00,108947,115292,107966,114646,93
01.10.2020,19:37:00,112164,115236,107908,111797,39
01.10.2020,19:38:00,109797,115153,107910,111574,35
01.10.2020,19:39:00,110717,115282,107942,108656,75
01.10.2020,19:40:00,114565,115065,108053,109404,53
01.10.2020,19:41:00,109502,115129,107996,111917,34
01.10.2020,19:43:00,110612,115164,107922,111422,76
01.10.2020,19:44:00,109826,115291,108038,113233,73
01.10.2020,19:45:00,111645,115288,107905,114002,27
01.10.2020,19:46:00,109207,115262,107937,108717,78
01.10.2020,19:47:00,109182,115266,107917,111027,15
01.10.2020,19:48:00,114618,115182,108131,110659,88
01.10.2020,19:49:00,114538,115296,107926,111150,23
01.10.2020,19:50:00,112851,115166,108132,113951,33
01.10.2020,19:51:00,113131,115189,108052,111921,72
01.10.2020,19:52:00,114363,114907,107978,109358,7
01.10.2020,19:53:00,111948,115283,107931,110384,54
01.10.2020,19:54:00,110573,115253,107989,112852,21
01.10.2020,19:55:00,111638,115230,107906,110310,34
01.10.2020,19:56:00,111030,114976,107958,113986,57
01.10.2020,19:57:00,111337,115191,108033,113313,37
01.10.2020,19:58:00,109353,115251,107975,113052,4
01.10.2020,19:59:00,112099,115257,108105,115257,93
01.10.2020,20:00:00,114178,114762,107957,113979,28
02.10.2020,10:00:00,110594,115268,108124,113381,2
02.10.2020,10:01:00,112504,115238,107960,109720,28
02.10.2020,10:02:00,108544,115267,107953,109603,61
02.10.2020,10:03:00,115133,115158,107914,111130,83
02.10.2020,10:04:00,111770,115218,107986,114886,9
02.10.2020,10:05:00,114798,115081,108046,113301,19
02.10.2020,10:06:00,108396,115199,108042,112734,74
02.10.2020,10:07:00,109214,115081,108261,114875,79
02.10.2020,10:08:00,112018,115177,107931,107950,86
02.10.2020,10:09:00,108769,115106,107959,109647,84
02.10.2020,10:10:00,110695,115032,107919,109903,97
02.10.2020,10:11:00,108358,115288,107957,110258,31
02.10.2020,10:12:00,111557,115180,108146,114070,50
02.10.2020,10:13:00,109961,115141,107905,114489,78
02.10.2020,10:14:00,109566,115299,107923,111642,80
02.10.2020,10:15:00,111309,115099,107946,108491,63
02.10.2020,10:16:00,110662,115296,108124,111267,32
02.10.2020,10:17:00,111024,115038,107955,110472,34
02.10.2020,10:18:00,114109,115261,107981,108678,8
02.10.2020,10:19:00,109001,115268,108035,115129,6
02.10.2020,10:20:00,108338,114981,108039,108551,70
02.10.2020,10:21:00,111998,115168,108033,113564,44
02.10.2020,10:22:00,113393,115196,107985,113200,35
02.10.2020,10:23:00,109951,115291,108160,108502,43
02.10.2020,10:24:00,110185,115295,107918,112976,30
02.10.2020,10:25:00,109704,115234,108014,110764,39
02.10.2020,10:26:00,107977,115088,107977,108639,89
02.10.2020,10:27:00,109774,115217,107938,110745,11
02.10.2020,10:28:00,113393,115267,107953,113401,15
02.10.2020,10:29:00,108731,115235,108133,114198,1
02.10.2020,10:30:00,110117,115167,107938,108181,12
02.10.2020,10:31:00,113137,115132,108249,112298,38
02.10.2020,10:32:00,113936,115172,107951,108236,11
02.10.2020,10:33:00,112370,115117,107910,114130,86
02.10.2020,10:34:00,111812,115205,107983,113147,71
02.10.2020,10:35:00,109115,115160,107978,113476,50
02.10.2020,10:36:00,115279,115279,108058,110103,29
02.10.2020,10:37:00,114300,114832,107994,112288,49
02.10.2020,10:38:00,115290,115290,107918,113707,52
02.10.2020,10:40:00,108582,115198,108073,111114,75
02.10.2020,10:41:00,109962,115013,107972,110832,87
02.10.2020,10:42:00,108459,115222,108053,110575,67
02.10.2020,10:43:00,108012,115241,107907,109014,55
02.10.2020,10:44:00,111482,115167,108093,109895,22
02.10.2020,10:45:00,113747,115253,108033,111250,11
02.10.2020,10:46:00,114318,115265,107968,109003,36
02.10.2020,10:47:00,112947,115261,107990,115108,58
02.10.2020,10:48:00,111362,115078,107904,109165,55
02.10.2020,10:49:00,109248,115038,108037,111040,60
02.10.2020,10:50:00,108523,115201,107949,114723,64
02.10.2020,10:51:00,114205,115298,108018,113770,82
02.10.2020,10:52:00,111965,115102,108176,112957,81
02.10.2020,10:53:00,113842,115200,108077,108643,70
02.10.2020,10:54:00,113851,115170,108102,108710,26
02.10.2020,10:55:00,111666,115188,108006,110650,72
02.10.2020,10:56:00,111324,115299,107972,107972,54
02.10.2020,10:57:00,109546,115128,107971,114179,71
02.10.2020,10:58:00,110545,115274,107941,108424,78
02.10.2020,10:59:00,113866,115127,107967,112046,8
02.10.2020,11:00:00,109899,115263,108027,113579,40
02.10.2020,11:01:00,115234,115234,107924,112415,74
02.10.2020,11:02:00,113625,115208,108351,110126,21
02.10.2020,11:03:00,113631,115250,108044,108355,47
02.10.2020,11:04:00,114727,115134,108017,111582,73
02.10.2020,11:05:00,114318,115195,108103,109058,30
02.10.2020,11:06:00,112277,115131,108311,110202,4
02.10.2020,11:07:00,113432,115232,107935,113202,66
02.10.2020,11:08:00,110203,115243,107997,114879,65
02.10.2020,11:09:00,112405,115108,108004,112431,62
02.10.2020,11:10:00,114434,115267,107910,110430,57
02.10.2020,11:11:00,110498,115142,107972,114099,83
02.10.2020,11:12:00,109594,115254,107927,112858,23
